weaponid,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail
30565,6,Explosives,12,Remote Trigger,,,,,,,,,,,,,A remote-controlled homemade bomb constructed from a cooking gas cylinder utilizing a radio as a triggering mechanism and planted inside a drainage pipe was used in the attack.
30566,6,Explosives,17,Other Explosive Type,9,Melee,23,Knife or Other Sharp Object,8,Incendiary,18,Arson/Fire,,,,,A thrown crude bomb machetes and fire were used in the attack.
30567,9,Melee,23,Knife or Other Sharp Object,8,Incendiary,18,Arson/Fire,,,,,,,,,Machetes and fire were used in the attack.
30568,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,More than 800 explosive devices were used in the attack.
30569,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,An explosive device planted in a pile of garbage was used in the attack.
30570,6,Explosives,12,Remote Trigger,5,Firearms,5,Unknown Gun Type,,,,,,,,,Thrown command-detonated explosive devices and firearms were used in the attack.
30571,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,M16 and M14 assault rifles were used in the attack.
30572,6,Explosives,17,Other Explosive Type,5,Firearms,5,Unknown Gun Type,,,,,,,,,Several thrown homemade explosive devices and firearms were used in the attack.
30573,6,Explosives,12,Remote Trigger,5,Firearms,5,Unknown Gun Type,,,,,,,,,Three remote-controlled explosive devices and firearms were used in the attack.
30574,6,Explosives,11,Projectile (rockets mortars RPGs etc.),5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,Artillery and automatic firearms were used in the attack.
30575,6,Explosives,11,Projectile (rockets mortars RPGs etc.),5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,An M203 grenade launcher and automatic firearms were used in the attack.
30576,6,Explosives,13,Suicide (carried bodily by human being),5,Firearms,5,Unknown Gun Type,,,,,,,,,An explosives-laden belt and a firearm were used in the attack.
30577,6,Explosives,7,Grenade,,,,,,,,,,,,,An M203 grenade was used in the attack.
30578,6,Explosives,11,Projectile (rockets mortars RPGs etc.),5,Firearms,4,Rifle/Shotgun (non-automatic),5,Firearms,5,Unknown Gun Type,,,,,A rocket-propelled grenade (RPG) and a sniper rifle were used in the attack.
30579,5,Firearms,2,Automatic or Semi-Automatic Rifle,13,Unknown,,,,,,,,,,,AK-47 assault rifles and makeshift weapons were used in the attack.
30580,6,Explosives,10,Pressure Trigger,,,,,,,,,,,,,A pressure-triggered homemade explosive device was used in the attack.
30581,5,Firearms,5,Unknown Gun Type,9,Melee,23,Knife or Other Sharp Object,,,,,,,,,Firearms and pangas were used in the attack.
30582,6,Explosives,17,Other Explosive Type,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,A socket bomb and a Molotov cocktail were used in the attack.
30583,6,Explosives,28,Dynamite/TNT,,,,,,,,,,,,,A roadside bomb containing 250 kilograms of TNT and planted inside a barrel was used in the attack.
30584,6,Explosives,10,Pressure Trigger,,,,,,,,,,,,,Two pressure-triggered roadside bombs were used in the attack.
30585,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,A sutli bomb was used in the attack.
30586,5,Firearms,5,Unknown Gun Type,9,Melee,21,Blunt Object,,,,,,,,,Firearms and batons were used in the attack.
30587,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,A homemade roadside bomb weighing 15 kilograms was used in the attack.
30588,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,An explosives-laden pressure cooker planted inside a blue polythene bag was used in the attack.
30589,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,A homemade explosive device containing two gas canisters was used in the attack.
30590,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,More than 100 explosive devices were used in the attack.
30591,6,Explosives,15,Vehicle,6,Explosives,7,Grenade,,,,,,,,,An explosives-laden tricycle and a fragmentation grenade were used in the attack.
30592,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,An explosive device placed inside a Red Bull can and hidden underneath a pile of sand was used in the attack.
30593,9,Melee,21,Blunt Object,,,,,,,,,,,,,A bat was used in the attack.
30594,5,Firearms,5,Unknown Gun Type,9,Melee,23,Knife or Other Sharp Object,,,,,,,,,Multiple firearms machetes and spears were used in the attack.
30595,5,Firearms,3,Handgun,,,,,,,,,,,,,A 9-mm Glock handgun was used in the attack.
30596,6,Explosives,8,Landmine,,,,,,,,,,,,,At least three handmade landmines were used in the attack.
30597,9,Melee,21,Blunt Object,,,,,,,,,,,,,Clubs were used in the attack.
30598,6,Explosives,11,Projectile (rockets mortars RPGs etc.),,,,,,,,,,,,,Thirteen missiles were used in the attack.
30599,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,An explosive device allegedly constructed in Iran was used in the attack.
30600,5,Firearms,4,Rifle/Shotgun (non-automatic),,,,,,,,,,,,,A rifle firing 5.56mm cartridges was used in the attack.
30601,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Firearms loaded with 5.56-mm ammunition were used in the attack.
30602,6,Explosives,16,Unknown Explosive Type,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,Explosive devices and automatic firearms mounted on trucks were used in the attack.
30603,6,Explosives,11,Projectile (rockets mortars RPGs etc.),8,Incendiary,18,Arson/Fire,13,Unknown,,,,,,,
30604,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,A three-kilogram explosives-laden pressure cooker was used in the attack.
30605,6,Explosives,13,Suicide (carried bodily by human being),,,,,,,,,,,,,A crude pipe bomb consisting of screws  Christmas light wires and a nine-volt battery was used in the attack.
30606,6,Explosives,13,Suicide (carried bodily by human being),,,,,,,,,,,,,Between one and two explosives-laden vests were used in the attack.
30607,5,Firearms,3,Handgun,,,,,,,,,,,,,A Colt pistol was used in the attack.
30608,5,Firearms,5,Unknown Gun Type,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,Firearms petrol and kerosene were used in the attack.
30609,6,Explosives,9,Letter Bomb,,,,,,,,,,,,,An explosives-laden package containing explosive potassium powder a 9-volt battery and glass was used in the attack.
30610,6,Explosives,11,Projectile (rockets mortars RPGs etc.),,,,,,,,,,,,,Between five and six mortars were used in the attack.
30611,6,Explosives,7,Grenade,,,,,,,,,,,,,A locally-made stun grenade was used in the attack.
30612,6,Explosives,8,Landmine,,,,,,,,,,,,,At least six landmines were used in the attack.
30613,6,Explosives,7,Grenade,,,,,,,,,,,,,A PRB-423 grenade was used in the attack.
30614,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,A roadside bomb composed of a container filled with black powder and construction nails was used in the attack.
30615,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,An M16 assault rifle were used in the attack.
30616,5,Firearms,3,Handgun,5,Firearms,5,Unknown Gun Type,,,,,,,,,A 9-mm pistol and other firearms that use 5.56-mm ammunition were used in the attack.
30617,6,Explosives,15,Vehicle,,,,,,,,,,,,,An explosives-laden minibus containing 60 kilograms of explosive material was used in the attack.
30618,5,Firearms,4,Rifle/Shotgun (non-automatic),,,,,,,,,,,,,A shotgun and multiple hunting rifles were used in the attack.
30619,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,An explosives-laden pressure cooker hidden inside a jute sack and planted on a bicycle was used in the attack.
30620,9,Melee,23,Knife or Other Sharp Object,7,Fake Weapons,,,,,,,,,,,A knife and a fake suicide belt were used in the attack.
30621,6,Explosives,29,Sticky Bomb,,,,,,,,,,,,,A mine attached to a vehicle was used in the attack.
30622,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Two explosive devices planted inside wooden boxes were used in the attack.
30623,5,Firearms,2,Automatic or Semi-Automatic Rifle,5,Firearms,6,Other Gun Type,8,Incendiary,18,Arson/Fire,,,,,AK-47 assault rifles locally-made firearms and fire were used in the attack.
30624,6,Explosives,15,Vehicle,6,Explosives,16,Unknown Explosive Type,,,,,,,,,Two explosives-laden motorcycles and between five and fifteen other explosive devices were used in the attack.
30625,6,Explosives,13,Suicide (carried bodily by human being),6,Explosives,7,Grenade,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,Explosives-laden vests containing 15 kilograms of explosives grenades and AK-47 assault rifles were used in the attack.
30626,6,Explosives,15,Vehicle,,,,,,,,,,,,,An explosives-laden motorcycle containing 250 grams of ammonal was used in the attack.
30627,6,Explosives,12,Remote Trigger,,,,,,,,,,,,,A 15-kilogram remote-controlled explosive device was used in the attack.
30628,6,Explosives,15,Vehicle,6,Explosives,13,Suicide (carried bodily by human being),6,Explosives,11,Projectile (rockets mortars RPGs etc.),,,,,An explosives-laden vehicle and rockets were used in the attack.
30629,6,Explosives,11,Projectile (rockets mortars RPGs etc.),,,,,,,,,,,,,A Kornet antitank guided missile which was Russian-made was used in the attack.
30630,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,A roadside bomb weighing between 15 and 20 kilograms was used in the attack.
30631,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,Five 10-kilogram roadside can bombs were used in the attack.
30632,9,Melee,21,Blunt Object,,,,,,,,,,,,,Crowbars were used in the attack.
30633,6,Explosives,15,Vehicle,,,,,,,,,,,,,An explosives-laden three-wheeled motorcycle was used in the attack.
30634,10,Vehicle (not to include vehicle-borne explosives i.e. car or truck bombs),,,,,,,,,,,,,,,A white Suzuki SUV was used in the attack.
30635,6,Explosives,14,Time Fuse,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,A timed explosive device planted inside a bag and a semiautomatic rifle were used in the attack.
30636,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,An explosives-laden pressure cooker planted underneath a sofa was used in the attack.
30637,5,Firearms,3,Handgun,,,,,,,,,,,,,Two 9-mm handguns were used in the attack.
30638,8,Incendiary,20,Gasoline or Alcohol,10,Vehicle (not to include vehicle-borne explosives i.e. car or truck bombs),,,,,,,,,,,Petrol canisters lighter fluid and a blue vehicle were used in the attack.
30639,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,An explosive device planted underneath a bridge was used in the attack.
30640,6,Explosives,12,Remote Trigger,,,,,,,,,,,,,An undetermined number of remote-controlled explosive devices utilizing a radio as a triggering mechanism were used in the attack.
30641,6,Explosives,13,Suicide (carried bodily by human being),5,Firearms,2,Automatic or Semi-Automatic Rifle,8,Incendiary,18,Arson/Fire,,,,,Machine guns and fire were used in the attack.
30642,6,Explosives,11,Projectile (rockets mortars RPGs etc.),5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,M203 grenade launchers and automatic assault rifles were used in the attack.
30643,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,A homemade explosive device containing BB pellets as shrapnel was used in the attack.
30644,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,,,,,A bag containing barbecue lighting substances and gas cartridges was used in the attack.
30645,5,Firearms,2,Automatic or Semi-Automatic Rifle,5,Firearms,3,Handgun,,,,,,,,,An automatic rifle and a pistol were used in the attack.
30646,5,Firearms,5,Unknown Gun Type,9,Melee,27,Unknown Weapon Type,13,Unknown,,,,,,,
30647,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,A homemade explosive device containing the equivalent of 200 grams of TNT and hidden inside a locker was used in the attack.
30648,6,Explosives,16,Unknown Explosive Type,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,A thrown explosive device and assault rifles were used in the attack.
30649,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Two 30-kilogram antitank explosive devices were used in the attack.
30650,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Up to two explosive devices were used in the attack.
30651,6,Explosives,11,Projectile (rockets mortars RPGs etc.),,,,,,,,,,,,,Tanks and cannons were used in the attack.
30652,6,Explosives,29,Sticky Bomb,6,Explosives,13,Suicide (carried bodily by human being),,,,,,,,,Two magnetic explosive devices and an explosives-laden vest were used in the attack.
30653,6,Explosives,12,Remote Trigger,,,,,,,,,,,,,A remote-controlled roadside bomb weighing between 10 and 15 kilograms planted inside a metal container and utilizing a wireless device as a triggering mechanism was used in the attack.
30654,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Two explosive devices including a roadside bomb were used in the attack.
30655,6,Explosives,29,Sticky Bomb,,,,,,,,,,,,,A remote-controlled explosive device attached to a gas pipeline was used in the attack.
30656,5,Firearms,3,Handgun,,,,,,,,,,,,,A Chinese-made 9-mm pistol was used in the attack.
30657,6,Explosives,13,Suicide (carried bodily by human being),6,Explosives,16,Unknown Explosive Type,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,An explosives-laden vest two other explosive devices and an assault rifle were used in the attack.
30658,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,A sound bomb planted inside a carton box was used in the attack.
30659,6,Explosives,11,Projectile (rockets mortars RPGs etc.),,,,,,,,,,,,,Three fired grenades were used in the attack.
30660,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,An explosive device weighing between 10 and 12 kilograms was used in the attack.
30661,6,Explosives,13,Suicide (carried bodily by human being),,,,,,,,,,,,,Two bottles containing explosive material were used in the attack.
30662,6,Explosives,7,Grenade,,,,,,,,,,,,,Between one and two grenades were used in the attack.
30663,6,Explosives,7,Grenade,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,Grenades and AK-47 assault rifles loaded with armor-piercing ammunition were used in the attack.
30664,6,Explosives,11,Projectile (rockets mortars RPGs etc.),,,,,,,,,,,,,More than 10 mortars were used in the attack.
30665,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,A 9-mm carbine rifle was used in the attack.
30666,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,An explosive device containing a detonating cord a battery and a blasting cap was used in the attack.
30667,8,Incendiary,20,Gasoline or Alcohol,13,Unknown,,,,,,,,,,,Fuel was used in the attack.
30668,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,Three explosive devices containing firecracker powder and bolts as shrapnel were used in the attack.
30669,5,Firearms,2,Automatic or Semi-Automatic Rifle,8,Incendiary,18,Arson/Fire,9,Melee,23,Knife or Other Sharp Object,,,,,Automatic firearms and cutlasses were used in the attack.
30670,6,Explosives,29,Sticky Bomb,,,,,,,,,,,,,A sticky explosive device attached underneath a vehicle was used in the attack.
30671,6,Explosives,15,Vehicle,6,Explosives,13,Suicide (carried bodily by human being),,,,,,,,,Two explosives-laden vehicles and 18 bodily-carried explosives were used in the attack.
30672,6,Explosives,11,Projectile (rockets mortars RPGs etc.),5,Firearms,5,Unknown Gun Type,,,,,,,,,A bazooka and firearms were used in the attack.
30673,6,Explosives,13,Suicide (carried bodily by human being),5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,An explosives-laden jacket containing between eight and ten kilograms of explosive material and automatic firearms were used in the attack.
30674,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,A 50-kilogram roadside bomb was used in the attack.
30675,6,Explosives,8,Landmine,,,,,,,,,,,,,Five M18A1 Claymore directional antipersonnel landmines were used in the attack.
30676,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,At least one M16 assault rifle and one M653 assault rifle were used in the attack.
30677,5,Firearms,3,Handgun,,,,,,,,,,,,,At least one .45-caliber pistol was used in the attack.
30678,6,Explosives,8,Landmine,5,Firearms,6,Other Gun Type,,,,,,,,,Homemade landmines and homemade guns were used in the attack.
